brand,category,product_type,skin_type,sensitivity,rating,price,product
Sephora,Skincare,Face Powder,Oily,Yes,2.4,61.62,Sephora Face Powder Edition E5
Clinique,Makeup,Concealer,Normal,No,1.3,99.59,Clinique Concealer Edition D8
MAC,Skincare,Face Powder,Dry,Yes,2.8,46.35,MAC Face Powder Edition A9
MAC,Skincare,Concealer,Normal,Yes,2,92.47,MAC Concealer Edition C3
Clinique,Makeup,Face Cream,Dry,No,2.4,37.78,Clinique Face Cream Edition E5
Lancome,Makeup,Sunscreen,Oily,Yes,4.3,10.2,Lancome Sunscreen SPF15 Edition B2
L'Oreal,Skincare,Concealer,Dry,No,4.7,24.4,L'Oreal Concealer Edition C1
Lancome,Makeup,Concealer,Dry,No,1.7,44.78,Lancome Concealer Edition A2
Maybelline,Makeup,Foundation,Normal,Yes,2.5,25.87,Maybelline Foundation Edition C4
Maybelline,Makeup,Concealer,Normal,Yes,4.7,5.02,Maybelline Concealer Edition D2
Sephora,Skincare,Foundation,Dry,No,1.2,91.93,Sephora Foundation Edition B7
Revlon,Skincare,Body Lotion,Oily,No,1.4,85.17,Revlon Body Lotion Edition E1
Revlon,Makeup,Face Cream,Oily,Yes,1.7,75.52,Revlon Face Cream Edition D1
MAC,Skincare,Foundation,Normal,No,3.4,20.94,MAC Foundation Edition C8
Estee Lauder,Makeup,Sunscreen,Oily,No,1.6,16.43,Estee Lauder Sunscreen SPF100 Edition C2
Lancome,Skincare,Face Cream,Normal,No,4.9,11.42,Lancome Face Cream Edition B8
NARS,Makeup,Foundation,Oily,Yes,2.8,73.78,NARS Foundation Edition C6
Dior,Makeup,Face Cream,Dry,No,3,93.24,Dior Face Cream Edition A2
Revlon,Skincare,Face Cream,Normal,Yes,2,45.9,Revlon Face Cream Edition D9
Dior,Makeup,Face Cream,Normal,No,2.9,16.32,Dior Face Cream Edition C8
Sephora,Skincare,Body Lotion,Dry,Yes,3.6,53.68,Sephora Body Lotion Edition D7
Dior,Skincare,Sunscreen,Normal,No,4,38.14,Dior Sunscreen SPF50 Edition E2
NARS,Makeup,Face Powder,Oily,Yes,4,40.61,NARS Face Powder Edition B3
Clinique,Makeup,Face Powder,Oily,Yes,3.3,64.03,Clinique Face Powder Edition D2
NARS,Skincare,Foundation,Normal,Yes,4.6,73.28,NARS Foundation Edition B8
Dior,Makeup,Face Cream,Oily,No,4.3,15.51,Dior Face Cream Edition B6
NARS,Makeup,Foundation,Normal,No,4,8.38,NARS Foundation Edition E5
L'Oreal,Makeup,Body Lotion,Dry,No,1.2,99.46,L'Oreal Body Lotion Edition D4
Sephora,Makeup,Body Lotion,Normal,Yes,1,27.11,Sephora Body Lotion Edition E1
Lancome,Makeup,Concealer,Dry,No,1.8,10.11,Lancome Concealer Edition A2
Clinique,Skincare,Body Lotion,Oily,Yes,3.7,23.04,Clinique Body Lotion Edition B9
Revlon,Skincare,Concealer,Dry,No,2.6,8.7,Revlon Concealer Edition E2
Maybelline,Makeup,Sunscreen,Oily,Yes,2.6,42.22,Maybelline Sunscreen SPF70 Edition D7
Lancome,Makeup,Foundation,Normal,Yes,4.5,81.23,Lancome Foundation Edition E2
Maybelline,Makeup,Sunscreen,Oily,Yes,4.6,37.42,Maybelline Sunscreen SPF70 Edition D2
Sephora,Skincare,Body Lotion,Normal,No,4.6,47.2,Sephora Body Lotion Edition A7
Clinique,Makeup,Sunscreen,Normal,No,2.3,69.18,Clinique Sunscreen SPF50 Edition D5
MAC,Skincare,Sunscreen,Dry,No,3.8,53.34,MAC Sunscreen SPF50 Edition D4
Revlon,Skincare,Sunscreen,Dry,Yes,2.1,86.84,Revlon Sunscreen SPF50 Edition D8
L'Oreal,Skincare,Body Lotion,Dry,Yes,1.8,87.27,L'Oreal Body Lotion Edition E7
MAC,Makeup,Face Cream,Dry,No,1.7,5.94,MAC Face Cream Edition B3
Sephora,Skincare,Sunscreen,Oily,No,2.4,78.91,Sephora Sunscreen SPF50 Edition B9
Lancome,Makeup,Concealer,Oily,No,2.7,48.77,Lancome Concealer Edition B9
L'Oreal,Skincare,Body Lotion,Oily,Yes,4.3,98.94,L'Oreal Body Lotion Edition E9
NARS,Makeup,Sunscreen,Normal,Yes,1.5,50.91,NARS Sunscreen SPF50 Edition D9
Dior,Skincare,Face Cream,Oily,Yes,3.9,98.76,Dior Face Cream Edition C8
L'Oreal,Makeup,Body Lotion,Oily,Yes,3.1,76.68,L'Oreal Body Lotion Edition B4
Sephora,Skincare,Face Powder,Oily,Yes,2.2,28.62,Sephora Face Powder Edition C3
Estee Lauder,Makeup,Face Cream,Dry,No,3,56.15,Estee Lauder Face Cream Edition D5
Dior,Makeup,Concealer,Oily,Yes,2.2,99.25,Dior Concealer Edition C1
Maybelline,Makeup,Sunscreen,Normal,Yes,3.4,86.47,Maybelline Sunscreen SPF50 Edition B3
Revlon,Makeup,Face Powder,Dry,Yes,2.7,14.25,Revlon Face Powder Edition E9
Maybelline,Skincare,Face Powder,Normal,Yes,1.7,72.11,Maybelline Face Powder Edition B2
L'Oreal,Skincare,Body Lotion,Oily,Yes,1.5,37.83,L'Oreal Body Lotion Edition D6
Maybelline,Makeup,Face Powder,Dry,No,3.2,5.66,Maybelline Face Powder Edition C8
Sephora,Skincare,Concealer,Normal,Yes,4.6,43.33,Sephora Concealer Edition D2
NARS,Makeup,Concealer,Oily,Yes,2.4,27.3,NARS Concealer Edition A2
Lancome,Makeup,Foundation,Normal,Yes,3.9,82.79,Lancome Foundation Edition E1
Revlon,Skincare,Concealer,Normal,No,3.6,37.05,Revlon Concealer Edition B2
Maybelline,Makeup,Face Cream,Normal,No,4.7,83.61,Maybelline Face Cream Edition D7
Maybelline,Makeup,Face Powder,Oily,No,4.3,5.06,Maybelline Face Powder Edition E6
L'Oreal,Skincare,Concealer,Oily,Yes,3.3,34.24,L'Oreal Concealer Edition D1
Lancome,Makeup,Body Lotion,Normal,No,3.6,27.91,Lancome Body Lotion Edition D8
MAC,Makeup,Foundation,Dry,Yes,4.6,27.19,MAC Foundation Edition E3
Maybelline,Makeup,Face Powder,Dry,Yes,2.6,11.48,Maybelline Face Powder Edition C1
Sephora,Makeup,Foundation,Oily,No,2.3,22.78,Sephora Foundation Edition C4
Estee Lauder,Skincare,Face Powder,Oily,Yes,1,57.78,Estee Lauder Face Powder Edition A8
Revlon,Skincare,Body Lotion,Oily,Yes,4.3,32.68,Revlon Body Lotion Edition E1
Maybelline,Skincare,Foundation,Oily,Yes,4.2,44.65,Maybelline Foundation Edition A2
Sephora,Makeup,Sunscreen,Oily,No,1.4,40.8,Sephora Sunscreen SPF50 Edition A8
Sephora,Makeup,Face Cream,Dry,Yes,3.3,88.21,Sephora Face Cream Edition B7
Revlon,Skincare,Face Cream,Oily,Yes,2.9,91,Revlon Face Cream Edition E6
MAC,Makeup,Face Powder,Normal,No,1.5,51.83,MAC Face Powder Edition D2
Sephora,Makeup,Sunscreen,Normal,Yes,4.9,36.36,Sephora Sunscreen SPF70 Edition A3
Estee Lauder,Makeup,Foundation,Dry,Yes,1.9,15.15,Estee Lauder Foundation Edition B6
Sephora,Makeup,Sunscreen,Normal,No,1.3,95.57,Sephora Sunscreen SPF50 Edition C8
Sephora,Skincare,Sunscreen,Dry,Yes,3.4,10.72,Sephora Sunscreen SPF100 Edition C1
Sephora,Skincare,Foundation,Dry,Yes,4,33.28,Sephora Foundation Edition C8
NARS,Skincare,Body Lotion,Normal,Yes,1.1,33.32,NARS Body Lotion Edition B1
NARS,Makeup,Sunscreen,Oily,Yes,3.6,35.44,NARS Sunscreen SPF100 Edition A4
MAC,Skincare,Sunscreen,Normal,Yes,3.1,20.61,MAC Sunscreen SPF70 Edition A1
Maybelline,Skincare,Body Lotion,Normal,No,1.4,79.4,Maybelline Body Lotion Edition A5
Sephora,Makeup,Sunscreen,Dry,No,1.7,16.64,Sephora Sunscreen SPF100 Edition B5
Lancome,Makeup,Sunscreen,Normal,No,3.3,65.32,Lancome Sunscreen SPF50 Edition B6
Maybelline,Skincare,Sunscreen,Dry,No,2.2,16.77,Maybelline Sunscreen SPF70 Edition A1
MAC,Skincare,Face Cream,Oily,Yes,4.8,11.7,MAC Face Cream Edition A8
Clinique,Skincare,Concealer,Oily,Yes,4.3,91.4,Clinique Concealer Edition B9
Maybelline,Skincare,Body Lotion,Oily,Yes,4.9,23.06,Maybelline Body Lotion Edition A9
Maybelline,Makeup,Sunscreen,Normal,Yes,2,83.02,Maybelline Sunscreen SPF15 Edition C9
Dior,Skincare,Face Cream,Dry,Yes,4.9,56.74,Dior Face Cream Edition A9
L'Oreal,Skincare,Body Lotion,Oily,No,2.7,12.4,L'Oreal Body Lotion Edition C6
Dior,Makeup,Face Powder,Dry,No,2.4,95.77,Dior Face Powder Edition D7
Estee Lauder,Skincare,Face Powder,Dry,Yes,1.2,28.46,Estee Lauder Face Powder Edition E7
NARS,Makeup,Sunscreen,Oily,Yes,1.2,86.67,NARS Sunscreen SPF70 Edition A8
NARS,Makeup,Face Cream,Oily,Yes,3.8,21.04,NARS Face Cream Edition E8
L'Oreal,Makeup,Face Cream,Dry,No,2.8,86.12,L'Oreal Face Cream Edition C4
Revlon,Skincare,Body Lotion,Oily,Yes,1.9,6.26,Revlon Body Lotion Edition C7
Revlon,Skincare,Body Lotion,Dry,Yes,3.5,53.62,Revlon Body Lotion Edition D4
MAC,Makeup,Face Cream,Dry,Yes,2,78.1,MAC Face Cream Edition E8
L'Oreal,Skincare,Body Lotion,Oily,No,3.3,93.81,L'Oreal Body Lotion Edition A7
Maybelline,Skincare,Face Cream,Normal,Yes,2.4,91.37,Maybelline Face Cream Edition D7
Revlon,Makeup,Concealer,Oily,No,4.3,82.86,Revlon Concealer Edition C7
Sephora,Makeup,Face Cream,Normal,No,4.3,89.38,Sephora Face Cream Edition B8
Lancome,Skincare,Face Powder,Dry,No,2.9,23.93,Lancome Face Powder Edition A9
Maybelline,Makeup,Body Lotion,Dry,No,2.4,32,Maybelline Body Lotion Edition B7
Estee Lauder,Skincare,Face Cream,Normal,No,2.5,32.45,Estee Lauder Face Cream Edition D9
Sephora,Skincare,Face Cream,Dry,No,4.2,40.82,Sephora Face Cream Edition D1
Sephora,Skincare,Body Lotion,Normal,Yes,2.3,42.37,Sephora Body Lotion Edition B2
L'Oreal,Skincare,Concealer,Normal,Yes,1.8,56.73,L'Oreal Concealer Edition D8
MAC,Makeup,Concealer,Dry,Yes,1.3,20.19,MAC Concealer Edition A4
Estee Lauder,Makeup,Body Lotion,Normal,No,2.9,70.67,Estee Lauder Body Lotion Edition B5
Revlon,Makeup,Foundation,Oily,Yes,2.9,20.92,Revlon Foundation Edition A7
L'Oreal,Makeup,Body Lotion,Oily,No,4.4,34.48,L'Oreal Body Lotion Edition C9
Revlon,Skincare,Body Lotion,Dry,No,1.9,52.82,Revlon Body Lotion Edition E7
L'Oreal,Skincare,Concealer,Dry,No,2.5,80.66,L'Oreal Concealer Edition E5
L'Oreal,Makeup,Concealer,Normal,Yes,4.2,75.25,L'Oreal Concealer Edition B6
L'Oreal,Skincare,Body Lotion,Normal,No,4.3,66.33,L'Oreal Body Lotion Edition E9
MAC,Skincare,Body Lotion,Normal,No,2.5,19.8,MAC Body Lotion Edition C3
L'Oreal,Skincare,Body Lotion,Normal,Yes,2.8,56.97,L'Oreal Body Lotion Edition C7
Clinique,Makeup,Concealer,Oily,Yes,2.2,13.31,Clinique Concealer Edition E7
Lancome,Makeup,Body Lotion,Oily,No,4.7,40.85,Lancome Body Lotion Edition B6
Revlon,Makeup,Body Lotion,Dry,No,1.5,44.28,Revlon Body Lotion Edition A4
Maybelline,Skincare,Sunscreen,Normal,Yes,4.7,8.78,Maybelline Sunscreen SPF15 Edition C1
Dior,Makeup,Foundation,Normal,Yes,3.7,31.03,Dior Foundation Edition B8
Estee Lauder,Makeup,Face Powder,Dry,Yes,3.1,95.79,Estee Lauder Face Powder Edition D1
NARS,Makeup,Foundation,Normal,No,1.1,95.6,NARS Foundation Edition C2
MAC,Makeup,Sunscreen,Normal,Yes,2.9,38.47,MAC Sunscreen SPF50 Edition D1
Maybelline,Makeup,Face Powder,Normal,Yes,2.6,9.09,Maybelline Face Powder Edition E9
Sephora,Makeup,Body Lotion,Normal,Yes,1.6,22.01,Sephora Body Lotion Edition D7
Clinique,Skincare,Sunscreen,Normal,No,3.6,42.26,Clinique Sunscreen SPF30 Edition A9
NARS,Skincare,Body Lotion,Dry,Yes,4.9,95.04,NARS Body Lotion Edition D9
Dior,Makeup,Concealer,Normal,Yes,3.2,18.41,Dior Concealer Edition B6
Maybelline,Makeup,Face Cream,Dry,Yes,3.9,77.53,Maybelline Face Cream Edition B4
NARS,Skincare,Sunscreen,Normal,Yes,1.3,15.32,NARS Sunscreen SPF15 Edition C2
Maybelline,Skincare,Concealer,Oily,Yes,2.7,98.22,Maybelline Concealer Edition E2
Clinique,Makeup,Sunscreen,Oily,No,1.5,41.25,Clinique Sunscreen SPF50 Edition A4
Dior,Makeup,Sunscreen,Oily,No,3.5,78.65,Dior Sunscreen SPF15 Edition B8
Sephora,Makeup,Concealer,Oily,No,4.8,37.55,Sephora Concealer Edition D5
L'Oreal,Makeup,Face Powder,Dry,Yes,3.6,64.63,L'Oreal Face Powder Edition D6
Revlon,Skincare,Foundation,Dry,No,1.3,23.24,Revlon Foundation Edition C4
Sephora,Makeup,Body Lotion,Normal,No,2.4,18.87,Sephora Body Lotion Edition E7
L'Oreal,Makeup,Sunscreen,Oily,No,3.2,94.12,L'Oreal Sunscreen SPF50 Edition A6
MAC,Makeup,Body Lotion,Dry,Yes,2.6,92.18,MAC Body Lotion Edition D3
Lancome,Makeup,Face Cream,Normal,Yes,4.3,89.31,Lancome Face Cream Edition E2
Estee Lauder,Skincare,Concealer,Normal,No,4.3,64.42,Estee Lauder Concealer Edition B6
Estee Lauder,Skincare,Body Lotion,Dry,No,3.4,81.79,Estee Lauder Body Lotion Edition A6
Revlon,Skincare,Concealer,Oily,Yes,2.5,11.56,Revlon Concealer Edition D2
Dior,Makeup,Body Lotion,Normal,Yes,2,36.8,Dior Body Lotion Edition B7
Clinique,Makeup,Foundation,Oily,No,1.4,34.8,Clinique Foundation Edition B1
Dior,Skincare,Foundation,Oily,Yes,2.4,65.39,Dior Foundation Edition A3
Clinique,Makeup,Foundation,Oily,No,2.7,38.82,Clinique Foundation Edition C6
Dior,Makeup,Foundation,Normal,Yes,3.7,19.11,Dior Foundation Edition D2
Lancome,Skincare,Foundation,Oily,No,3.6,61.66,Lancome Foundation Edition A1
MAC,Skincare,Foundation,Normal,No,1.3,82.37,MAC Foundation Edition C3
MAC,Skincare,Concealer,Oily,Yes,2.6,41.3,MAC Concealer Edition D2
L'Oreal,Skincare,Sunscreen,Normal,No,1.7,17.57,L'Oreal Sunscreen SPF70 Edition E1
NARS,Makeup,Body Lotion,Oily,No,1.6,23.69,NARS Body Lotion Edition B6
MAC,Makeup,Foundation,Dry,No,4.3,27.56,MAC Foundation Edition C9
MAC,Skincare,Concealer,Oily,Yes,1.2,33.49,MAC Concealer Edition B4
Sephora,Makeup,Concealer,Oily,Yes,2.7,66.07,Sephora Concealer Edition E1
Sephora,Skincare,Concealer,Normal,Yes,1.7,62.09,Sephora Concealer Edition D5
L'Oreal,Skincare,Sunscreen,Normal,No,4.5,71.13,L'Oreal Sunscreen SPF30 Edition C3
NARS,Makeup,Body Lotion,Oily,Yes,3.2,39.44,NARS Body Lotion Edition E3
Revlon,Skincare,Sunscreen,Dry,No,1.9,83.28,Revlon Sunscreen SPF30 Edition C6
Sephora,Makeup,Face Powder,Dry,No,3,24.39,Sephora Face Powder Edition D7
Revlon,Makeup,Concealer,Normal,Yes,3.9,49.56,Revlon Concealer Edition A1
Maybelline,Makeup,Face Powder,Dry,Yes,4.8,81.09,Maybelline Face Powder Edition D7
Sephora,Makeup,Face Cream,Oily,No,1.9,22.12,Sephora Face Cream Edition A1
Lancome,Skincare,Foundation,Normal,No,4.5,15.44,Lancome Foundation Edition D5
NARS,Makeup,Foundation,Oily,Yes,4.7,88.95,NARS Foundation Edition E4
L'Oreal,Skincare,Sunscreen,Normal,Yes,4.7,37.58,L'Oreal Sunscreen SPF30 Edition A7
Maybelline,Skincare,Body Lotion,Normal,Yes,3.5,69.97,Maybelline Body Lotion Edition A7
NARS,Skincare,Face Powder,Normal,No,3.5,7.41,NARS Face Powder Edition A7
Lancome,Skincare,Body Lotion,Normal,No,2.6,70.55,Lancome Body Lotion Edition B8
NARS,Makeup,Sunscreen,Dry,No,4,35.03,NARS Sunscreen SPF70 Edition C9
Lancome,Makeup,Foundation,Oily,No,3.1,10.3,Lancome Foundation Edition C4
Lancome,Skincare,Body Lotion,Oily,No,3.7,62.93,Lancome Body Lotion Edition D9
Revlon,Skincare,Body Lotion,Oily,Yes,2.7,27.88,Revlon Body Lotion Edition E7
Dior,Makeup,Foundation,Normal,Yes,3.9,41.75,Dior Foundation Edition C5
Maybelline,Skincare,Face Powder,Dry,No,4.3,12.66,Maybelline Face Powder Edition A2
NARS,Makeup,Foundation,Oily,No,1.6,18.98,NARS Foundation Edition C2
Clinique,Skincare,Body Lotion,Dry,Yes,4.3,33.31,Clinique Body Lotion Edition A2
Maybelline,Makeup,Face Powder,Normal,Yes,3.2,13.53,Maybelline Face Powder Edition D2
Dior,Skincare,Face Powder,Oily,Yes,4.4,91.53,Dior Face Powder Edition E7
Maybelline,Skincare,Foundation,Dry,Yes,2.7,5.57,Maybelline Foundation Edition E5
MAC,Makeup,Body Lotion,Normal,No,2.5,50.97,MAC Body Lotion Edition A5
Clinique,Skincare,Sunscreen,Dry,Yes,4.7,16.71,Clinique Sunscreen SPF100 Edition D3
Dior,Skincare,Body Lotion,Oily,No,2,34.23,Dior Body Lotion Edition E2
Revlon,Makeup,Concealer,Oily,Yes,4.4,92.98,Revlon Concealer Edition A8
NARS,Skincare,Face Cream,Normal,Yes,2.9,20.36,NARS Face Cream Edition E7
Estee Lauder,Makeup,Sunscreen,Normal,Yes,3.1,96.75,Estee Lauder Sunscreen SPF50 Edition A7
Dior,Makeup,Face Powder,Normal,No,2.2,24.55,Dior Face Powder Edition C7
L'Oreal,Skincare,Sunscreen,Dry,No,3.3,75.45,L'Oreal Sunscreen SPF70 Edition B3
NARS,Skincare,Face Powder,Dry,Yes,2.3,56.93,NARS Face Powder Edition B6
Dior,Skincare,Face Powder,Dry,No,1.2,89.03,Dior Face Powder Edition A9
MAC,Skincare,Sunscreen,Normal,No,2.1,57.63,MAC Sunscreen SPF15 Edition E7
Estee Lauder,Skincare,Face Powder,Oily,Yes,1,55.78,Estee Lauder Face Powder Edition A1
MAC,Skincare,Face Powder,Oily,Yes,4.9,23.57,MAC Face Powder Edition A3
Estee Lauder,Skincare,Concealer,Dry,No,4.9,20.79,Estee Lauder Concealer Edition B1
L'Oreal,Makeup,Body Lotion,Dry,No,2.6,92.07,L'Oreal Body Lotion Edition A5
NARS,Skincare,Body Lotion,Oily,No,3.9,36.14,NARS Body Lotion Edition D1
Revlon,Makeup,Face Cream,Oily,Yes,2.4,40.35,Revlon Face Cream Edition D3
MAC,Skincare,Face Cream,Dry,Yes,3.7,77.18,MAC Face Cream Edition B9
MAC,Skincare,Concealer,Dry,No,4.2,37.19,MAC Concealer Edition C1
Lancome,Makeup,Face Cream,Oily,Yes,4.8,95.45,Lancome Face Cream Edition E4
Estee Lauder,Skincare,Sunscreen,Normal,Yes,2.6,75.1,Estee Lauder Sunscreen SPF15 Edition E5
Sephora,Skincare,Foundation,Dry,No,4.1,61.76,Sephora Foundation Edition E9
NARS,Makeup,Foundation,Oily,No,2.1,88.69,NARS Foundation Edition B7
Estee Lauder,Skincare,Foundation,Oily,Yes,5,9.71,Estee Lauder Foundation Edition E4
Lancome,Skincare,Concealer,Oily,Yes,1.1,29.42,Lancome Concealer Edition D6
Maybelline,Skincare,Concealer,Oily,No,3.4,49.18,Maybelline Concealer Edition D5
Estee Lauder,Makeup,Face Powder,Normal,Yes,3.6,26.56,Estee Lauder Face Powder Edition E6
Revlon,Skincare,Foundation,Oily,Yes,3.8,75.67,Revlon Foundation Edition E7
NARS,Skincare,Sunscreen,Dry,No,1.5,92.32,NARS Sunscreen SPF70 Edition A7
Lancome,Skincare,Face Cream,Normal,No,4.8,45.26,Lancome Face Cream Edition A8
Maybelline,Skincare,Sunscreen,Oily,Yes,1.7,37.5,Maybelline Sunscreen SPF100 Edition D1
Clinique,Makeup,Face Cream,Normal,Yes,3.5,96.35,Clinique Face Cream Edition D8
Lancome,Makeup,Foundation,Dry,Yes,1.9,47.26,Lancome Foundation Edition C9
Clinique,Skincare,Foundation,Oily,No,2.2,51.46,Clinique Foundation Edition C1
NARS,Skincare,Foundation,Dry,Yes,3.2,38.41,NARS Foundation Edition B6
MAC,Makeup,Concealer,Oily,Yes,2.7,91.41,MAC Concealer Edition D2
Lancome,Makeup,Face Cream,Oily,No,1.6,59.05,Lancome Face Cream Edition A1
L'Oreal,Skincare,Concealer,Oily,No,1.7,77.41,L'Oreal Concealer Edition E9
Clinique,Makeup,Concealer,Oily,Yes,2.7,82.12,Clinique Concealer Edition C3
Revlon,Skincare,Body Lotion,Oily,No,4,37.48,Revlon Body Lotion Edition A3
L'Oreal,Makeup,Sunscreen,Normal,No,4.6,46.2,L'Oreal Sunscreen SPF15 Edition D1
Dior,Makeup,Sunscreen,Oily,Yes,1.3,85.6,Dior Sunscreen SPF70 Edition E9
Dior,Makeup,Face Powder,Oily,No,2.6,39.51,Dior Face Powder Edition C9
Maybelline,Makeup,Concealer,Normal,No,1.4,80.42,Maybelline Concealer Edition A2
MAC,Skincare,Face Cream,Normal,Yes,1.1,94.39,MAC Face Cream Edition B6
NARS,Makeup,Body Lotion,Normal,No,3.6,64.2,NARS Body Lotion Edition D8
Lancome,Makeup,Body Lotion,Normal,Yes,3.4,75.45,Lancome Body Lotion Edition D7
Sephora,Skincare,Sunscreen,Normal,Yes,1.7,81.48,Sephora Sunscreen SPF100 Edition C9
Revlon,Makeup,Concealer,Normal,No,1.9,85.28,Revlon Concealer Edition E6
Clinique,Makeup,Face Powder,Oily,No,1.1,42.53,Clinique Face Powder Edition A6
NARS,Skincare,Concealer,Oily,No,4.3,9.87,NARS Concealer Edition B6
L'Oreal,Makeup,Foundation,Dry,Yes,4.9,43.18,L'Oreal Foundation Edition A8
Dior,Skincare,Concealer,Oily,No,1.5,69.01,Dior Concealer Edition A8
Revlon,Skincare,Foundation,Oily,Yes,1.9,47.78,Revlon Foundation Edition C8
Sephora,Skincare,Foundation,Normal,No,4.5,76.15,Sephora Foundation Edition E6
Lancome,Skincare,Face Powder,Normal,No,4.7,38.91,Lancome Face Powder Edition C1
Maybelline,Makeup,Face Cream,Oily,No,2.7,65.3,Maybelline Face Cream Edition D4
Sephora,Skincare,Sunscreen,Dry,Yes,1.2,22.71,Sephora Sunscreen SPF50 Edition B6
Revlon,Makeup,Concealer,Normal,No,1.2,76.19,Revlon Concealer Edition D2
Sephora,Makeup,Foundation,Oily,No,3.3,56.84,Sephora Foundation Edition C4
Revlon,Makeup,Concealer,Oily,Yes,2.6,24.39,Revlon Concealer Edition D1
Revlon,Makeup,Face Cream,Dry,Yes,1.1,32.73,Revlon Face Cream Edition E2
Estee Lauder,Makeup,Sunscreen,Dry,No,3.3,76.12,Estee Lauder Sunscreen SPF15 Edition A8
Clinique,Makeup,Face Cream,Normal,No,1,50.85,Clinique Face Cream Edition E9
Dior,Makeup,Sunscreen,Dry,No,4.1,25.52,Dior Sunscreen SPF50 Edition B2
Estee Lauder,Makeup,Body Lotion,Oily,Yes,2.2,96.89,Estee Lauder Body Lotion Edition C6
Lancome,Makeup,Sunscreen,Oily,Yes,1.2,72.94,Lancome Sunscreen SPF50 Edition C8
Estee Lauder,Makeup,Face Powder,Dry,Yes,3.4,95.93,Estee Lauder Face Powder Edition E4
MAC,Skincare,Face Cream,Dry,Yes,2.6,45.57,MAC Face Cream Edition D6
MAC,Skincare,Foundation,Dry,No,4.9,50.13,MAC Foundation Edition A2
Dior,Skincare,Body Lotion,Dry,Yes,3.2,90.31,Dior Body Lotion Edition B7
Sephora,Makeup,Face Powder,Normal,Yes,2.1,54.88,Sephora Face Powder Edition B2
Clinique,Skincare,Concealer,Dry,Yes,3.8,72.19,Clinique Concealer Edition D9
Dior,Skincare,Face Cream,Normal,No,2.1,28.96,Dior Face Cream Edition B8
Revlon,Skincare,Foundation,Oily,No,4.6,47.44,Revlon Foundation Edition D2
L'Oreal,Makeup,Sunscreen,Dry,Yes,2.5,16.73,L'Oreal Sunscreen SPF30 Edition C7
Clinique,Makeup,Foundation,Normal,Yes,3.2,24.57,Clinique Foundation Edition E1
Clinique,Makeup,Concealer,Dry,No,1.2,5.09,Clinique Concealer Edition B8
Revlon,Makeup,Body Lotion,Oily,No,2.7,8.73,Revlon Body Lotion Edition A3
Revlon,Skincare,Body Lotion,Oily,No,4.3,97.84,Revlon Body Lotion Edition B5
Maybelline,Skincare,Face Cream,Oily,No,4.2,28.02,Maybelline Face Cream Edition D7
Dior,Skincare,Body Lotion,Dry,No,1.9,68.01,Dior Body Lotion Edition E8
Revlon,Skincare,Face Cream,Dry,No,1.9,84.71,Revlon Face Cream Edition D6
MAC,Makeup,Face Cream,Normal,No,4.3,57.31,MAC Face Cream Edition D2
Lancome,Makeup,Face Cream,Oily,No,4.7,19.55,Lancome Face Cream Edition A1
L'Oreal,Makeup,Sunscreen,Dry,Yes,1.4,74.17,L'Oreal Sunscreen SPF50 Edition D5
Dior,Skincare,Face Powder,Oily,Yes,2.8,62.02,Dior Face Powder Edition D7
NARS,Makeup,Face Cream,Oily,Yes,2.3,74.47,NARS Face Cream Edition E8
MAC,Makeup,Face Cream,Normal,Yes,4.5,78.13,MAC Face Cream Edition E8
Sephora,Skincare,Face Powder,Normal,Yes,1.3,97.66,Sephora Face Powder Edition B2
Revlon,Skincare,Foundation,Normal,Yes,1.8,59.49,Revlon Foundation Edition A1
NARS,Makeup,Face Cream,Normal,No,4,37.46,NARS Face Cream Edition C3
Revlon,Makeup,Sunscreen,Oily,No,1.2,66.6,Revlon Sunscreen SPF15 Edition C5
Clinique,Makeup,Body Lotion,Normal,Yes,3,11.5,Clinique Body Lotion Edition B6
MAC,Makeup,Body Lotion,Normal,Yes,2.8,90.25,MAC Body Lotion Edition B3
Clinique,Makeup,Concealer,Normal,No,2.3,16.34,Clinique Concealer Edition D3
Maybelline,Makeup,Concealer,Normal,No,2.6,36.15,Maybelline Concealer Edition A8
Clinique,Skincare,Body Lotion,Oily,No,3.1,82.5,Clinique Body Lotion Edition E2
Maybelline,Skincare,Body Lotion,Normal,Yes,1.6,61.74,Maybelline Body Lotion Edition A8
Maybelline,Skincare,Sunscreen,Oily,No,3.3,42.4,Maybelline Sunscreen SPF30 Edition D9
NARS,Makeup,Face Powder,Dry,Yes,4.2,49.98,NARS Face Powder Edition A1
Revlon,Skincare,Concealer,Oily,Yes,4,86.18,Revlon Concealer Edition A4
Sephora,Makeup,Face Powder,Oily,No,1.6,37.3,Sephora Face Powder Edition E3
Clinique,Makeup,Sunscreen,Normal,No,1.6,87.62,Clinique Sunscreen SPF100 Edition D8
MAC,Skincare,Body Lotion,Dry,Yes,2.1,13.37,MAC Body Lotion Edition D9
Maybelline,Makeup,Face Cream,Dry,No,2.4,78.8,Maybelline Face Cream Edition A6
Revlon,Makeup,Face Powder,Dry,No,2.6,85.52,Revlon Face Powder Edition B7
L'Oreal,Skincare,Body Lotion,Dry,Yes,3.7,22.27,L'Oreal Body Lotion Edition A6
Dior,Skincare,Body Lotion,Oily,No,1.2,45.88,Dior Body Lotion Edition C7
NARS,Skincare,Foundation,Dry,Yes,1.1,20.72,NARS Foundation Edition E1
